datetime,from_stop,to_stop,riders,total_km,order_type,station_from,station_to
2023-03-02,"Kompleks TM Bus Stop, Persiaran Sepang(11881)",Cyberia Gate 2(11858),1,3.38,on-demand,11881,11858
2023-03-23,University of Cyberjaya (UoC)(11829),Tamarind Square Bus Stop(11807),1,1.93,on-demand,11829,11807
2023-03-25,"MMU Bus Stop, Persiaran Multimedia(11827)","Glomac Bus Stop,Persiaran Teknokrat 3 (11821)",1,2.14,on-demand,11827,11821
2023-03-27,The Arc Cyberjaya (Bus Stop)(11855),Star Central(11803),1,3.26,on-demand,11855,11803
2023-03-22,MRT Cyberjaya Utara Station Bus Stop(12327),"Surau Al-Hidayah (Bus Stop), MMU(11828)",1,5.54,on-demand,12327,11828
2023-03-31,D'Pulze Cyberjaya Bus Stop(11806),Tamarind Square Bus Stop(11807),1,2.03,on-demand,11806,11807
2023-03-07,UNIKOP(12216),The Arc Cyberjaya (Bus Stop)(11855),10,3.2,on-demand,12216,11855
2023-03-30,Sports Arena Cyberjaya(11814),Cyberia Crescent 1 Condo (Main Entrance)(11841),1,4.34,advanced booking,11814,11841
2023-03-10,CBD Perdana 1 (Saba Restaurant)(11819),The Arc Cyberjaya (Bus Stop)(11855),1,2.7,advanced booking,11819,11855
2023-03-20,Star Grocer Cybersquare(11824),D'Pulze Cyberjaya Bus Stop(11806),1,1.5,on-demand,11824,11806
2023-03-19,The Arc Cyberjaya (Bus Stop)(11855),Putrajaya Central (Cyberjaya)(11798),1,8.07,on-demand,11855,11798
2023-03-01,Star Grocer Cybersquare(11824),Sports Arena Cyberjaya(11814),1,1.43,on-demand,11824,11814
2023-03-24,"Surau Al-Hidayah (Bus Stop), MMU(11828)",MRT Cyberjaya City Centre Bus Stop(11799),1,3.94,on-demand,11828,11799
2023-03-09,Shaftsbusry Square Bus Stop(11808),UNIKOP(12216),1,1.35,on-demand,11808,12216
2023-03-29,Sports Arena Cyberjaya(11814),Star Grocer Cybersquare(11824),1,1.79,advanced booking,11814,11824
2023-03-28,D'Pulze Cyberjaya Bus Stop(11806),Lim Kok Weng University (Barat) Bus Stop(11831),1,3.83,on-demand,11806,11831
2023-03-25,Cyberia Crescent 1 Condo (Main Entrance)(11841),D'Pulze Cyberjaya Bus Stop(11806),1,2.76,on-demand,11841,11806
2023-03-21,The Arc Cyberjaya (Bus Stop)(11855),MRT Cyberjaya City Centre Bus Stop(11799),2,4.81,advanced booking,11855,11799
2023-03-10,The Arc Cyberjaya (Bus Stop)(11855),Sports Arena Cyberjaya(11814),1,3.82,on-demand,11855,11814
2023-03-04,Garden Plaza(11863),D'Pulze Cyberjaya Bus Stop(11806),2,4.97,on-demand,11863,11806
2023-03-17,Mutiara Ville Residence-Persiaran Sepang(11853),D'Pulze Cyberjaya Bus Stop(11806),1,2.37,advanced booking,11853,11806
2023-03-29,Lim Kok Weng University (Barat) Bus Stop(11831),Garden Plaza(11863),1,1.84,on-demand,11831,11863
2023-03-21,"Surau Al-Hidayah (Bus Stop), MMU(11828)","Glomac Bus Stop,Persiaran Teknokrat 3 (11821)",2,1.96,on-demand,11828,11821
2023-03-13,University of Cyberjaya (UoC)(11829),D'Pulze Cyberjaya Bus Stop(11806),1,2.72,on-demand,11829,11806
2023-03-30,Gem In Mall(11800),Masjid Fisabillah Bus Stop(11812),4,2.67,on-demand,11800,11812
2023-03-28,MRT Cyberjaya Utara Station Bus Stop(12327),"Surau Al-Hidayah (Bus Stop), MMU(11828)",1,5.54,on-demand,12327,11828
2023-03-17,The Arc Cyberjaya (Bus Stop)(11855),D'Pulze Cyberjaya Bus Stop(11806),2,2.1,on-demand,11855,11806
2023-03-03,Shaftsbusry Square Bus Stop(11808),D'Pulze Cyberjaya Bus Stop(11806),1,1.95,on-demand,11808,11806
2023-03-03,The Arc Cyberjaya (Bus Stop)(11855),Putrajaya Central (Cyberjaya)(11798),1,8.07,on-demand,11855,11798
2023-03-30,The Arc Cyberjaya (Bus Stop)(11855),University of Cyberjaya (UoC)(11829),1,0.6,on-demand,11855,11829
2023-03-30,Star Grocer Cybersquare(11824),Tamarind Square Bus Stop(11807),1,2.6,on-demand,11824,11807
2023-03-31,The Arc Cyberjaya (Bus Stop)(11855),MRT Cyberjaya City Centre Bus Stop(11799),1,4.81,on-demand,11855,11799
2023-03-23,The Arc Cyberjaya (Bus Stop)(11855),MRT Cyberjaya City Centre Bus Stop(11799),1,4.81,on-demand,11855,11799
2023-03-24,Kanvas SOHO (Bus Stop)(11825),Putrajaya Central (Cyberjaya)(11798),1,4.76,on-demand,11825,11798
2023-03-29,Putrajaya Central (Cyberjaya)(11798),Lakefront Homes(11849),1,8.95,advanced booking,11798,11849
2023-03-20,The Arc Cyberjaya (Bus Stop)(11855),D'Pulze Cyberjaya Bus Stop(11806),2,2.1,on-demand,11855,11806
2023-03-07,"Kompleks TM Bus Stop, Persiaran Sepang(11881)",Putrajaya Central (Cyberjaya)(11798),2,6.64,on-demand,11881,11798
2023-03-24,MRT Cyberjaya Utara Station Bus Stop(12327),UNIKOP(12216),2,3.66,on-demand,12327,12216
2023-03-26,Shaftsbusry Square Bus Stop(11808),Cyber Heights Villa(11871),1,2.46,on-demand,11808,11871
2023-03-30,"Surau Al-Hidayah (Bus Stop), MMU(11828)",MRT Cyberjaya City Centre Bus Stop(11799),1,3.94,on-demand,11828,11799
2023-03-14,D'Pulze Cyberjaya Bus Stop(11806),Tamarind Square Bus Stop(11807),1,2.03,advanced booking,11806,11807
2023-03-31,Cyberjaya Smart School Complex(Bus Stop)(11870),McDonald's - Cyber 5 Bus Stop(12191),1,1.95,on-demand,11870,12191
2023-03-17,"Glomac Bus Stop,Persiaran Teknokrat 3 (11821)",Kanvas SOHO (Bus Stop)(11825),1,1.47,on-demand,11821,11825
2023-03-30,Lim Kok Weng University (Timur) Bus Stop(11830),Garden Plaza(11863),1,1.61,on-demand,11830,11863
2023-03-15,Shaftsbusry Square Bus Stop(11808),The Arc Cyberjaya (Bus Stop)(11855),1,3.33,advanced booking,11808,11855
2023-03-16,University of Cyberjaya (UoC)(11829),Gem In Mall(11800),3,2.54,on-demand,11829,11800
2023-03-29,University of Cyberjaya (UoC)(11829),Gem In Mall(11800),3,2.54,on-demand,11829,11800
2023-03-20,Bank Islam Cyberjaya (CBD Perdana 2)(11820),The Arc Cyberjaya (Bus Stop)(11855),1,3.02,on-demand,11820,11855
2023-03-22,Cyberia Smart Homes Guard House Gate A(11857),Putrajaya Central (Cyberjaya)(11798),1,7.46,on-demand,11857,11798
2023-03-27,Cyberia Gate 2(11858),UNIKOP(12216),1,3.45,on-demand,11858,12216
2023-03-21,D'Pulze Cyberjaya Bus Stop(11806),Gem In Mall(11800),1,2.64,on-demand,11806,11800
2023-03-22,University of Cyberjaya (UoC)(11829),"Surau Al-Hidayah (Bus Stop), MMU(11828)",1,2.33,on-demand,11829,11828
2023-03-11,The Arc Cyberjaya (Bus Stop)(11855),D'Pulze Cyberjaya Bus Stop(11806),1,2.1,on-demand,11855,11806
2023-03-24,Mutiara Ville Residence-Persiaran Sepang(11853),University of Cyberjaya (UoC)(11829),2,1.74,advanced booking,11853,11829
2023-03-22,University of Cyberjaya (UoC)(11829),MRT Cyberjaya City Centre Bus Stop(11799),1,4.21,on-demand,11829,11799
2023-03-31,Malakat Mall (11810),Cyberia Smart Homes Guard House Gate A(11857),1,1.72,advanced booking,11810,11857
2023-03-14,UNIKOP(12216),Cyberia Gate 2(11858),1,3.04,on-demand,12216,11858
2023-03-03,"MMU Bus Stop, Persiaran Multimedia(11827)",Malakat Mall (11810),1,1.71,on-demand,11827,11810
2023-03-23,D'Pulze Cyberjaya Bus Stop(11806),The Arc Cyberjaya (Bus Stop)(11855),1,2.31,on-demand,11806,11855
2023-03-24,Cyberia Crescent 1 Condo (Main Entrance)(11841),UNIKOP(12216),1,4.21,on-demand,11841,12216
2023-03-15,Lim Kok Weng University (Barat) Bus Stop(11831),Gem In Mall(11800),1,5.81,advanced booking,11831,11800
2023-03-02,Lim Kok Weng University (Barat) Bus Stop(11831),The Arc Cyberjaya (Bus Stop)(11855),1,5.21,on-demand,11831,11855
2023-03-02,UNIKOP(12216),Putrajaya Central (Cyberjaya)(11798),1,6.91,advanced booking,12216,11798
2023-03-31,Serin Residency (Main Entrance)(11839),D'Pulze Cyberjaya Bus Stop(11806),1,1.57,on-demand,11839,11806
2023-03-06,The Arc Cyberjaya (Bus Stop)(11855),Putrajaya Central (Cyberjaya)(11798),2,8.07,on-demand,11855,11798
2023-03-06,Mutiara Ville Residence-Persiaran Sepang(11853),University of Cyberjaya (UoC)(11829),1,1.74,on-demand,11853,11829
2023-03-25,MRT Cyberjaya Utara Station Bus Stop(12327),University of Cyberjaya (UoC)(11829),2,6.44,on-demand,12327,11829
2023-03-08,UNIKOP(12216),D'Pulze Cyberjaya Bus Stop(11806),4,2.06,on-demand,12216,11806
2023-03-03,The Arc Cyberjaya (Bus Stop)(11855),Putrajaya Central (Cyberjaya)(11798),1,8.07,on-demand,11855,11798
2023-03-27,Gem In Mall(11800),The Arc Cyberjaya (Bus Stop)(11855),1,0.77,on-demand,11800,11855
2023-03-23,LakeFront Residence (Entrance)(11850),University of Cyberjaya (UoC)(11829),2,2.49,on-demand,11850,11829
2023-03-07,Shaftsbusry Square Bus Stop(11808),D'Pulze Cyberjaya Bus Stop(11806),1,1.95,on-demand,11808,11806
2023-03-01,"MMU Bus Stop, Persiaran Multimedia(11827)",Shaftsbusry Square Bus Stop(11808),2,3.21,on-demand,11827,11808
2023-03-14,D'Pulze Cyberjaya Bus Stop(11806),Gem In Mall(11800),1,2.64,on-demand,11806,11800
2023-03-04,Shaftsbusry Square Bus Stop(11808),Wisma Shell Bus Stop(12192),1,1.5,on-demand,11808,12192
2023-03-13,UNIKOP(12216),The Arc Cyberjaya (Bus Stop)(11855),1,3.2,on-demand,12216,11855
2023-03-17,The Arc Cyberjaya (Bus Stop)(11855),Sports Arena Cyberjaya(11814),1,3.82,on-demand,11855,11814
2023-03-27,Mutiara Ville Residence-Persiaran Sepang(11853),University of Cyberjaya (UoC)(11829),1,1.74,on-demand,11853,11829
2023-03-07,The Arc Cyberjaya (Bus Stop)(11855),Cyber Heights Villa(11871),1,5.73,on-demand,11855,11871
2023-03-24,University of Cyberjaya (UoC)(11829),Cristal Serin Residence (Main Entrance)(11840),1,3.69,on-demand,11829,11840
2023-03-30,Garden Plaza(11863),Shaftsbusry Square Bus Stop(11808),3,4.83,on-demand,11863,11808
2023-03-22,Shaftsbusry Square Bus Stop(11808),Cyberia Crescent 1 Condo (Main Entrance)(11841),1,4.0,on-demand,11808,11841
2023-03-02,D'Pulze Cyberjaya Bus Stop(11806),Lim Kok Weng University (Barat) Bus Stop(11831),1,3.83,on-demand,11806,11831
2023-03-23,MRT Cyberjaya City Centre Bus Stop(11799),Garden Plaza(11863),1,3.89,on-demand,11799,11863
2023-03-16,Putrajaya Central (Cyberjaya)(11798),Cyber Heights Villa(11871),1,5.92,on-demand,11798,11871
2023-03-28,Cyberia Gate 2(11858),Neo Cyber(11817),1,2.64,on-demand,11858,11817
2023-03-18,The Arc Cyberjaya (Bus Stop)(11855),SP 43 Perdana Lakeview West (Bus Stop) (11872),2,4.95,on-demand,11855,11872
2023-03-17,The Arc Cyberjaya (Bus Stop)(11855),UNIKOP(12216),2,3.55,on-demand,11855,12216
2023-03-23,"Glomac Bus Stop,Persiaran Teknokrat 3 (11821)",Ceria Residence Cyberjaya (Entrance)(11848),1,3.5,on-demand,11821,11848
2023-03-17,Shaftsbusry Square Bus Stop(11808),Lim Kok Weng University (Barat) Bus Stop(11831),2,3.5,on-demand,11808,11831
2023-03-06,Wisma Shell Bus Stop(12192),Shaftsbusry Square Bus Stop(11808),1,2.54,on-demand,12192,11808
2023-03-17,The Arc Cyberjaya (Bus Stop)(11855),UNIKOP(12216),1,3.55,on-demand,11855,12216
2023-03-04,The Arc Cyberjaya (Bus Stop)(11855),Putrajaya Central (Cyberjaya)(11798),1,8.07,on-demand,11855,11798
2023-03-10,Cyberia Gate 2(11858),Selangorku PR1MA Lakefront Homes(11805),1,0.0,on-demand,11858,11805
2023-03-11,Garden Plaza(11863),Putrajaya Central (Cyberjaya)(11798),1,6.1,advanced booking,11863,11798
2023-03-22,Lim Kok Weng University (Barat) Bus Stop(11831),Kenwingston Square Garden (Main Lobby)(11804),1,6.54,advanced booking,11831,11804
2023-03-11,Putrajaya Central (Cyberjaya)(11798),The Arc Cyberjaya (Bus Stop)(11855),1,7.28,on-demand,11798,11855
2023-03-31,D'Pulze Cyberjaya Bus Stop(11806),Cyberia Gate 2(11858),1,2.41,on-demand,11806,11858
2023-03-24,The Arc Cyberjaya (Bus Stop)(11855),Masjid Fisabillah Bus Stop(11812),3,2.08,advanced booking,11855,11812
2023-03-10,Star Grocer Cybersquare(11824),Putrajaya Central (Cyberjaya)(11798),1,5.74,on-demand,11824,11798
2023-03-28,Bank Islam Cyberjaya (CBD Perdana 2)(11820),MRT Cyberjaya City Centre Bus Stop(11799),1,2.89,advanced booking,11820,11799
2023-03-06,The Arc Cyberjaya (Bus Stop)(11855),UNIKOP(12216),2,3.55,on-demand,11855,12216
2023-03-23,Gem In Mall(11800),Putrajaya Central (Cyberjaya)(11798),1,7.97,on-demand,11800,11798
2023-03-27,Gem In Mall(11800),Star Central(11803),3,3.16,on-demand,11800,11803
2023-03-17,Mutiara Ville Residence-Persiaran Sepang(11853),Putrajaya Central (Cyberjaya)(11798),1,8.34,on-demand,11853,11798
2023-03-12,Cyberia Crescent 1 Condo (Main Entrance)(11841),Tamarind Square Bus Stop(11807),1,1.24,on-demand,11841,11807
2023-03-03,Cyberia Crescent 1 Condo (Main Entrance)(11841),Shaftsbusry Square Bus Stop(11808),1,4.79,on-demand,11841,11808
2023-03-29,Mutiara Ville Residence-Persiaran Sepang(11853),University of Cyberjaya (UoC)(11829),1,1.74,on-demand,11853,11829
2023-03-13,Cyberia Gate 2(11858),Putrajaya Central (Cyberjaya)(11798),2,7.97,on-demand,11858,11798
2023-03-29,MRT Cyberjaya City Centre Bus Stop(11799),LakeFront Residence (Entrance)(11850),1,4.77,on-demand,11799,11850
2023-03-11,Gem In Mall(11800),University of Cyberjaya (UoC)(11829),1,1.36,on-demand,11800,11829
2023-03-27,"Glomac Bus Stop,Persiaran Teknokrat 3 (11821)",Kanvas SOHO (Bus Stop)(11825),1,1.47,on-demand,11821,11825
2023-03-15,University of Cyberjaya (UoC)(11829),The Arc Cyberjaya (Bus Stop)(11855),1,1.49,on-demand,11829,11855
2023-03-23,Malakat Mall (11810),Tamarind Square Bus Stop(11807),1,1.96,advanced booking,11810,11807
2023-03-21,Putrajaya Central (Cyberjaya)(11798),The Arc Cyberjaya (Bus Stop)(11855),1,7.28,on-demand,11798,11855
2023-03-20,Selangorku PR1MA Lakefront Homes(11805),Sports Arena Cyberjaya(11814),1,0.0,on-demand,11805,11814
2023-03-10,CBD Perdana 1 (Saba Restaurant)(11819),The Arc Cyberjaya (Bus Stop)(11855),1,2.7,on-demand,11819,11855
2023-03-09,The Arc Cyberjaya (Bus Stop)(11855),Domain 1(11869),1,2.92,on-demand,11855,11869
2023-03-24,"Surau Al-Hidayah (Bus Stop), MMU(11828)",Putrajaya Central (Cyberjaya)(11798),1,6.97,on-demand,11828,11798
2023-03-14,Malakat Mall (11810),University of Cyberjaya (UoC)(11829),1,2.84,on-demand,11810,11829
2023-03-13,Putrajaya Central (Cyberjaya)(11798),Shaftsbusry Square Bus Stop(11808),1,6.26,on-demand,11798,11808
2023-03-04,Mutiara Ville Residence-Persiaran Sepang(11853),D'Pulze Cyberjaya Bus Stop(11806),1,2.37,advanced booking,11853,11806
2023-03-08,Mutiara Ville Residence-Persiaran Sepang(11853),Lim Kok Weng University (Barat) Bus Stop(11831),1,5.98,on-demand,11853,11831
2023-03-09,University of Cyberjaya (UoC)(11829),Gem In Mall(11800),1,2.54,on-demand,11829,11800
2023-03-28,Cyberjaya Smart School Complex(Bus Stop)(11870),The Arc Cyberjaya (Bus Stop)(11855),2,2.39,advanced booking,11870,11855
2023-03-20,MRT Cyberjaya City Centre Bus Stop(11799),UNIKOP(12216),1,1.7,on-demand,11799,12216
2023-03-24,Cyberia Smart Homes Guard House Gate A(11857),Shaftsbusry Square Bus Stop(11808),1,3.51,on-demand,11857,11808
2023-03-31,Serin Residency (Main Entrance)(11839),McDonald's - Cyber 5 Bus Stop(12191),3,2.17,on-demand,11839,12191
2023-03-08,MRT Cyberjaya City Centre Bus Stop(11799),Putrajaya Central (Cyberjaya)(11798),1,7.99,on-demand,11799,11798
2023-03-22,University of Cyberjaya (UoC)(11829),Mutiara Ville Residence-Persiaran Sepang(11853),1,2.19,on-demand,11829,11853
2023-03-15,Cyberia Gate 2(11858),Star Central(11803),1,3.16,on-demand,11858,11803
2023-03-14,The Arc Cyberjaya (Bus Stop)(11855),UNIKOP(12216),1,3.55,on-demand,11855,12216
2023-03-14,D'Pulze Cyberjaya Bus Stop(11806),The Arc Cyberjaya (Bus Stop)(11855),1,2.31,on-demand,11806,11855
2023-03-01,University of Cyberjaya (UoC)(11829),Mutiara Ville Residence-Persiaran Sepang(11853),2,2.19,on-demand,11829,11853
2023-03-22,University of Cyberjaya (UoC)(11829),Mutiara Ville Residence-Persiaran Sepang(11853),5,2.19,on-demand,11829,11853
2023-03-07,UNIKOP(12216),Cyberia Gate 2(11858),1,3.04,on-demand,12216,11858
2023-03-22,Lim Kok Weng University (Barat) Bus Stop(11831),Cyberia Gate 2(11858),1,5.05,on-demand,11831,11858
2023-03-07,University of Cyberjaya (UoC)(11829),Mutiara Ville Residence-Persiaran Sepang(11853),2,2.19,on-demand,11829,11853
2023-03-16,Prima Avenue 1 Bus Stop(11818),Gem In Mall(11800),1,3.28,on-demand,11818,11800
2023-03-19,MRT Cyberjaya City Centre Bus Stop(11799),D'Pulze Cyberjaya Bus Stop(11806),1,3.58,on-demand,11799,11806
2023-03-22,University of Cyberjaya (UoC)(11829),Tamarind Square Bus Stop(11807),5,1.93,on-demand,11829,11807
2023-03-24,Masjid Fisabillah Bus Stop(11812),The Arc Cyberjaya (Bus Stop)(11855),3,3.13,on-demand,11812,11855
2023-03-25,The Arc Cyberjaya (Bus Stop)(11855),Prima Avenue 1 Bus Stop(11818),1,3.22,on-demand,11855,11818
2023-03-28,D'Pulze Cyberjaya Bus Stop(11806),"Surau Al-Hidayah (Bus Stop), MMU(11828)",1,1.52,on-demand,11806,11828
2023-03-30,"Surau Al-Hidayah (Bus Stop), MMU(11828)",MRT Cyberjaya Utara Station Bus Stop(12327),1,5.35,on-demand,11828,12327
2023-03-23,Putrajaya Central (Cyberjaya)(11798),Gem In Mall(11800),1,7.88,on-demand,11798,11800
2023-03-03,University of Cyberjaya (UoC)(11829),Gem In Mall(11800),1,2.54,on-demand,11829,11800
2023-03-17,Cyberia Gate 2(11858),Star Central(11803),2,3.16,advanced booking,11858,11803
2023-03-26,The Arc Cyberjaya (Bus Stop)(11855),D'Pulze Cyberjaya Bus Stop(11806),1,2.1,on-demand,11855,11806
2023-03-24,University of Cyberjaya (UoC)(11829),Gem In Mall(11800),4,2.54,on-demand,11829,11800
2023-03-30,The Arc Cyberjaya (Bus Stop)(11855),Star Central(11803),1,3.26,on-demand,11855,11803
2023-03-29,Gem In Mall(11800),Putrajaya Central (Cyberjaya)(11798),1,7.97,advanced booking,11800,11798
2023-03-23,The Arc Cyberjaya (Bus Stop)(11855),MRT Cyberjaya City Centre Bus Stop(11799),1,4.81,on-demand,11855,11799
2023-03-26,MRT Cyberjaya Utara Station Bus Stop(12327),D'Pulze Cyberjaya Bus Stop(11806),1,4.94,on-demand,12327,11806
2023-03-12,Serin Residency (Main Entrance)(11839),The Arc Cyberjaya (Bus Stop)(11855),1,2.61,on-demand,11839,11855
2023-03-29,MRT Cyberjaya City Centre Bus Stop(11799),Star Central(11803),1,4.34,on-demand,11799,11803
2023-03-02,SP 43 Perdana Lakeview West (Bus Stop) (11872),Kenwingston Square Garden (Main Lobby)(11804),1,4.75,on-demand,11872,11804
2023-03-18,The Arc Cyberjaya (Bus Stop)(11855),CBD Perdana 1 (Saba Restaurant)(11819),1,2.49,on-demand,11855,11819
2023-03-02,"Glomac Bus Stop,Persiaran Teknokrat 3 (11821)",Ceria Residence Cyberjaya (Entrance)(11848),1,3.5,on-demand,11821,11848
2023-03-17,The Arc Cyberjaya (Bus Stop)(11855),MRT Cyberjaya City Centre Bus Stop(11799),2,4.81,on-demand,11855,11799
2023-03-03,Star Grocer Cybersquare(11824),Tamarind Square Bus Stop(11807),1,2.6,on-demand,11824,11807
2023-03-24,UNIKOP(12216),Tamarind Square Bus Stop(11807),1,3.16,on-demand,12216,11807
2023-03-18,Gem In Mall(11800),Shaftsbusry Square Bus Stop(11808),1,4.03,on-demand,11800,11808
2023-03-17,D'Pulze Cyberjaya Bus Stop(11806),Shaftsbusry Square Bus Stop(11808),1,2.65,on-demand,11806,11808
2023-03-02,Star Central(11803),Cyberia Gate 2(11858),1,3.85,on-demand,11803,11858
2023-03-19,The Arc Cyberjaya (Bus Stop)(11855),D'Pulze Cyberjaya Bus Stop(11806),1,2.1,on-demand,11855,11806
2023-03-23,Futurise Center(11757),The Arc Cyberjaya (Bus Stop)(11855),1,4.55,on-demand,11757,11855
2023-03-03,D'Pulze Cyberjaya Bus Stop(11806),Star Grocer Cybersquare(11824),2,1.55,on-demand,11806,11824
2023-03-13,Cyberia Smart Homes Guard House Gate A(11857),Schubert Guard House(11844),1,2.5,on-demand,11857,11844
2023-03-09,"Surau Al-Hidayah (Bus Stop), MMU(11828)",Taman Tasik Cyberjaya Roundabout Entranc(11815),2,2.36,on-demand,11828,11815
2023-03-06,Taman Tasik Cyberjaya Roundabout Entranc(11815),Star Central(11803),2,3.75,on-demand,11815,11803
2023-03-27,Tamarind Square Bus Stop(11807),Cyberia Gate 2(11858),1,0.74,on-demand,11807,11858
2023-03-21,The Arc Cyberjaya (Bus Stop)(11855),D'Pulze Cyberjaya Bus Stop(11806),1,2.1,on-demand,11855,11806
2023-03-10,The Arc Cyberjaya (Bus Stop)(11855),UNIKOP(12216),2,3.55,on-demand,11855,12216
2023-03-22,"Surau Al-Hidayah (Bus Stop), MMU(11828)",D'Pulze Cyberjaya Bus Stop(11806),1,0.99,on-demand,11828,11806
2023-03-23,Wisma Shell Bus Stop(12192),MRT Cyberjaya City Centre Bus Stop(11799),1,2.2,on-demand,12192,11799
2023-03-07,The Arc Cyberjaya (Bus Stop)(11855),Putrajaya Central (Cyberjaya)(11798),2,8.07,on-demand,11855,11798
2023-03-07,Serin Residency (Main Entrance)(11839),D'Pulze Cyberjaya Bus Stop(11806),1,1.57,on-demand,11839,11806
2023-03-29,"Surau Al-Hidayah (Bus Stop), MMU(11828)",MRT Cyberjaya Utara Station Bus Stop(12327),1,5.35,on-demand,11828,12327
2023-03-10,Selangorku PR1MA Lakefront Homes(11805),Cyberjaya Smart School Complex(Bus Stop)(11870),1,0.0,on-demand,11805,11870
2023-03-16,Cyberia Crescent 1 Condo (Main Entrance)(11841),UNIKOP(12216),1,4.21,on-demand,11841,12216
2023-03-04,Putrajaya Central (Cyberjaya)(11798),Jom Corner (J Corner) Bus Stop(11823),1,5.96,on-demand,11798,11823
2023-03-26,Putrajaya Central (Cyberjaya)(11798),Wisma Shell Bus Stop(12192),1,4.79,on-demand,11798,12192
2023-03-01,Mutiara Ville Residence-Persiaran Sepang(11853),Lim Kok Weng University (Barat) Bus Stop(11831),1,5.98,on-demand,11853,11831
2023-03-28,University of Cyberjaya (UoC)(11829),Gem In Mall(11800),1,2.54,on-demand,11829,11800
2023-03-19,Putrajaya Central (Cyberjaya)(11798),Gem In Mall(11800),1,7.88,on-demand,11798,11800
2023-03-21,Mutiara Ville Residence-Persiaran Sepang(11853),Bank Islam Cyberjaya (CBD Perdana 2)(11820),2,2.79,on-demand,11853,11820
2023-03-20,Mutiara Ville Residence-Persiaran Sepang(11853),University of Cyberjaya (UoC)(11829),1,1.74,on-demand,11853,11829
2023-03-18,McDonald's - Cyber 5 Bus Stop(12191),Gem In Mall(11800),1,2.88,on-demand,12191,11800
2023-03-10,"CUCMS Bus Stop, Persiaran Teknokrat 3(11879)",University of Cyberjaya (UoC)(11829),1,3.83,on-demand,11879,11829
2023-03-29,Gem In Mall(11800),Sports Arena Cyberjaya(11814),2,3.72,on-demand,11800,11814
2023-03-28,Cyberia Smart Homes Guard House Gate A(11857),Malakat Mall (11810),1,2.02,advanced booking,11857,11810
2023-03-24,Tapak Urban Street(11801),The Arc Cyberjaya (Bus Stop)(11855),6,3.89,on-demand,11801,11855
2023-03-24,Verdi Eco-dominiums(11846),HSBC Group Service Centre (Bus Stop)(11833),1,2.79,on-demand,11846,11833
